 "x" , "p" , "o" ,
 卡特琳娜•戴彭 , "http://kg.course/talkop-vivre-card/？年前" , 以“月牙猎人”的别名而令人闻风丧胆 ,
 卡特琳娜•戴彭 , "http://kg.course/talkop-vivre-card/？年前" , 被关进因佩尔大监狱 ,
 阿巴罗•皮萨罗 , "http://kg.course/talkop-vivre-card/2年前" , 参加顶上战争 ,
 阿巴罗•皮萨罗 , "http://kg.course/talkop-vivre-card/2年前" , 因为蒂奇而从因佩尔越狱 ,
 阿巴罗•皮萨罗 , "http://kg.course/talkop-vivre-card/2年前" , 航向新世界 ,
 阿巴罗•皮萨罗 , "http://kg.course/talkop-vivre-card/？年前" , 被关进因佩尔大监狱 ,
 阿巴罗•皮萨罗 , "http://kg.course/talkop-vivre-card/？年前" , 在某个王国施行极尽暴虐之能事的恶政 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/0年前" , 向海军自首并开始治疗 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/0年前" , 察觉到凯撒的阴谋并举起反旗 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/0年前" , 通过罗的能力获得鳄鱼的脚 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/2年前" , 占领了原白胡子地盘的福德瓦尔天 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/2年前" , 放弃海贼生涯，成为凯撒的部下 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/2年前" , 漂流到庞克哈萨德 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/2年前" , 被凯撒救了一命 ,
 查多罗斯•希格利格斯 , "http://kg.course/talkop-vivre-card/2年前" , 被霍金斯打败，失去双腿 ,
 卡利•达旦 , "http://kg.course/talkop-vivre-card/12年前" , 对抗布鲁杰姆一伙 ,
 卡利•达旦 , "http://kg.course/talkop-vivre-card/12年前" , 成为路飞的养母 ,
 卡利•达旦 , "http://kg.course/talkop-vivre-card/2年前" , 没有为路飞的出海送行 ,
 卡利•达旦 , "http://kg.course/talkop-vivre-card/？年前" , 和卡普相遇 ,
 卡利•达旦 , "http://kg.course/talkop-vivre-card/？年前" , 在戈尔波山当起山贼 ,
 卡利•达旦 , "http://kg.course/talkop-vivre-card/？年前" , 成为艾斯的养母 ,
 卡利•达旦 , "http://kg.course/talkop-vivre-card/5年前" , 没有为艾斯的出海送行 ,
 萨波 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨与路飞再会 ,
 萨波 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨吃下“烧烧果实” ,
 萨波 , "http://kg.course/talkop-vivre-card/0年前" , 潜入“世界会议” ,
 萨波 , "http://kg.course/talkop-vivre-card/0年前" , 革命军本部“巴尔迪戈”遭到毁灭 ,
 萨波 , "http://kg.course/talkop-vivre-card/12年前" , 与哈克相遇 ,
 萨波 , "http://kg.course/talkop-vivre-card/12年前" , 与路飞相遇 ,
 萨波 , "http://kg.course/talkop-vivre-card/12年前" , 从哥亚王国出海 ,
 萨波 , "http://kg.course/talkop-vivre-card/12年前" , 和路飞，艾斯喝下结义之酒结拜为兄弟 ,
 萨波 , "http://kg.course/talkop-vivre-card/12年前" , 失去记忆、被革命军捡到 ,
 萨波 , "http://kg.course/talkop-vivre-card/12年前" , 失去记忆，被革命军捡到 ,
 萨波 , "http://kg.course/talkop-vivre-card/2年前" , 获悉艾斯的死讯，恢复记忆 ,
 萨波 , "http://kg.course/talkop-vivre-card/？年前" , 和艾斯相遇 ,
 萨波 , "http://kg.course/talkop-vivre-card/17年前" , 开始为当海贼存款 ,
 萨波 , "http://kg.course/talkop-vivre-card/9年前" , 与克尔拉相遇 ,
 伯尔杰米 , "http://kg.course/talkop-vivre-card/12年前" , 与艾斯&萨波战斗败北 ,
 伯尔杰米 , "http://kg.course/talkop-vivre-card/12年前" , 前来搜寻艾斯和萨波抢走的钱 ,
 伯尔杰米 , "http://kg.course/talkop-vivre-card/12年前" , 对路飞施加拷问 ,
 伯尔杰米 , "http://kg.course/talkop-vivre-card/12年前" , 被布尔杰姆射杀 ,
 布尔杰姆 , "http://kg.course/talkop-vivre-card/12年前" , 受哥亚国国王委托放火烧光“非确定终点站” ,
 布尔杰姆 , "http://kg.course/talkop-vivre-card/12年前" , 和哥亚国国王定下秘密约定 ,
 布尔杰姆 , "http://kg.course/talkop-vivre-card/12年前" , 处刑伯尔杰米 ,
 布尔杰姆 , "http://kg.course/talkop-vivre-card/12年前" , 接受萨波父亲的委托抓住萨波 ,
 布尔杰姆 , "http://kg.course/talkop-vivre-card/12年前" , 被艾斯和达旦打败，下落不明 ,
 史提利 , "http://kg.course/talkop-vivre-card/0年前" , 出席“世界会议” ,
 史提利 , "http://kg.course/talkop-vivre-card/0年前" , 哥亚王国的国王和王子离奇死亡 ,
 史提利 , "http://kg.course/talkop-vivre-card/0年前" , 登基成为哥亚国国王 ,
 史提利 , "http://kg.course/talkop-vivre-card/？年前" , 和哥亚王国的公主结婚 ,
 史提利 , "http://kg.course/talkop-vivre-card/？年前" , 成为萨波家的养子 ,
 史提利 , "http://kg.course/talkop-vivre-card/20年前" , 出生于某个贵族家庭 ,
 卡里布 , "http://kg.course/talkop-vivre-card/0年前" , 与伙伴汇合，参与当地劳工暴动 ,
 卡里布 , "http://kg.course/talkop-vivre-card/0年前" , 在出逃的岛屿上，伪装成兵工厂的队长卡布尔 ,
 卡里布 , "http://kg.course/talkop-vivre-card/0年前" , 在香波地诸岛加入“假草帽一伙”伞下 ,
 卡里布 , "http://kg.course/talkop-vivre-card/0年前" , 打败斯科奇救出奶奶 ,
 卡里布 , "http://kg.course/talkop-vivre-card/0年前" , 海贼船被毁，与伙伴分散 ,
 卡里布 , "http://kg.course/talkop-vivre-card/0年前" , 被德雷克打败并带到和之国 ,
 卡里布 , "http://kg.course/talkop-vivre-card/0年前" , "通过甚平被押解至G-5" ,
 克里布 , "http://kg.course/talkop-vivre-card/0年前" , 在香波地诸岛加入“假草帽一伙”伞下 ,
 克里布 , "http://kg.course/talkop-vivre-card/0年前" , 与卡里布汇合，参与当地劳工暴动 ,
 克里布 , "http://kg.course/talkop-vivre-card/0年前" , "在G-5救出被抓住的卡里布" ,
 克里布 , "http://kg.course/talkop-vivre-card/0年前" , 打败斯科奇但被德雷克打败 ,
 克里布 , "http://kg.course/talkop-vivre-card/0年前" , 抢了海军的船逃走 ,
 克里布 , "http://kg.course/talkop-vivre-card/0年前" , 海贼船被毁，与卡里布分散 ,
 克里布 , "http://kg.course/talkop-vivre-card/0年前" , 目送被当作警示被带走的卡里布 ,
 小鱿 , "http://kg.course/talkop-vivre-card/0年前" , 在新鱼人海贼团崩毁后获得自由 ,
 小鱿 , "http://kg.course/talkop-vivre-card/0年前" , 跟绵津见一起离开鱼人岛 ,
 小鱿 , "http://kg.course/talkop-vivre-card/0年前" , 遇见路飞 ,
 小鱿 , "http://kg.course/talkop-vivre-card/？年前" , 被霍迪胁迫成为手下 ,
 鲨星 , "http://kg.course/talkop-vivre-card/0年前" , 与“新鱼人海贼团”交战 ,
 鲨星 , "http://kg.course/talkop-vivre-card/0年前" , 跟父亲·尼普顿同行去参加“世界会议” ,
 鲨星 , "http://kg.course/talkop-vivre-card/10年前" , 乙姬被霍迪暗枪杀死 ,
 鲨星 , "http://kg.course/talkop-vivre-card/10年前" , 缪斯加尔德圣漂流到鱼人岛 ,
 鲨星 , "http://kg.course/talkop-vivre-card/24年前" , 作为尼普顿家三兄弟的长男而出生 ,
 鲨星 , "http://kg.course/talkop-vivre-card/16年前" , 妹妹·白星出生 ,
 皇星 , "http://kg.course/talkop-vivre-card/0年前" , 与“新鱼人海贼团”交战 ,
 皇星 , "http://kg.course/talkop-vivre-card/0年前" , 跟父亲·尼普顿同行去参加“世界会议” ,
 皇星 , "http://kg.course/talkop-vivre-card/10年前" , 乙姬被霍迪暗枪杀死 ,
 皇星 , "http://kg.course/talkop-vivre-card/10年前" , 缪斯加尔德圣漂流到鱼人岛 ,
 皇星 , "http://kg.course/talkop-vivre-card/21年前" , "作为尼普顿家三兄弟的次子而诞生（*此处疑为bug，之前profile的年龄部分写着23岁）" ,
 皇星 , "http://kg.course/talkop-vivre-card/16年前" , 妹妹·白星出生 ,
 翻车星 , "http://kg.course/talkop-vivre-card/0年前" , 与“新鱼人海贼团”交战 ,
 翻车星 , "http://kg.course/talkop-vivre-card/0年前" , 跟父亲·尼普顿同行去参加“世界会议” ,
 翻车星 , "http://kg.course/talkop-vivre-card/10年前" , 乙姬被霍迪暗枪杀死 ,
 翻车星 , "http://kg.course/talkop-vivre-card/10年前" , 缪斯加尔德圣漂流到鱼人岛 ,
 翻车星 , "http://kg.course/talkop-vivre-card/20年前" , "作为尼普顿家三兄弟的三男而诞生（*此处疑为bug，之前profile的年龄部分写着23岁）" ,
 翻车星 , "http://kg.course/talkop-vivre-card/16年前" , 妹妹·白星出生 ,
 豹藏 , "http://kg.course/talkop-vivre-card/0年前" , 被草帽一伙打败 ,
 豹藏 , "http://kg.course/talkop-vivre-card/0年前" , 在基隆考德广场发动政变 ,
 豹藏 , "http://kg.course/talkop-vivre-card/0年前" , "被关押在龙宫王国“监狱塔”中，因E·S药的副作用老化中" ,
 豹藏 , "http://kg.course/talkop-vivre-card/0年前" , 被霍迪雇佣加入新鱼人海贼团 ,
 豹藏 , "http://kg.course/talkop-vivre-card/？年前" , 和小八在同一家道场学习剑术 ,
 豹藏 , "http://kg.course/talkop-vivre-card/？年前" , 拒绝了阿龙的邀约 ,
 夏莉 , "http://kg.course/talkop-vivre-card/0年前" , 预见到了鱼人岛毁灭的未来 ,
 夏莉 , "http://kg.course/talkop-vivre-card/？年前" , 人鱼咖啡店开店 ,
 夏莉 , "http://kg.course/talkop-vivre-card/？年前" , 预言了顶上战争和白胡子的死 ,
 夏莉 , "http://kg.course/talkop-vivre-card/26年前" , 第一次与恶龙见面 ,
 夏莉 , "http://kg.course/talkop-vivre-card/25年前" , 预言了大海贼时代的开始 ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/0年前" , 与范德·戴肯九世结成海贼同盟 ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/0年前" , 启动毁灭鱼人岛计划 ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/0年前" , "收监于龙宫城“监狱塔”，因E·S老化中" ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/0年前" , 被“草帽一伙”大败 ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/？年前" , 加入尼普顿军 ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/10年前" , "从玉手箱偷走E·S" ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/10年前" , 暗杀乙姬 ,
 霍迪·琼斯 , "http://kg.course/talkop-vivre-card/10年前" , 组建“新鱼人海贼团” ,
 道森 , "http://kg.course/talkop-vivre-card/0年前" , 被“草帽一伙”打败 ,
 道森 , "http://kg.course/talkop-vivre-card/0年前" , "收监于龙宫城“监狱塔”，因E·S老化中" ,
 道森 , "http://kg.course/talkop-vivre-card/0年前" , 在琼科尔德广场发动政变 ,
 道森 , "http://kg.course/talkop-vivre-card/？年前" , 成为新鱼人海贼团干部 ,
 道森 , "http://kg.course/talkop-vivre-card/15年前" , 对太阳海贼团心怀憧憬 ,
 杰欧 , "http://kg.course/talkop-vivre-card/0年前" , 被“草帽一伙”打败 ,
 杰欧 , "http://kg.course/talkop-vivre-card/0年前" , "收监于龙宫城“监狱塔”，因E·S老化中" ,
 杰欧 , "http://kg.course/talkop-vivre-card/0年前" , 在琼科尔德广场发动政变 ,
 杰欧 , "http://kg.course/talkop-vivre-card/？年前" , 成为新鱼人海贼团干部 ,
 杰欧 , "http://kg.course/talkop-vivre-card/？年前" , "将霍迪偷来的E·S量产" ,
 杰欧 , "http://kg.course/talkop-vivre-card/15年前" , 对太阳海贼团心怀憧憬 ,
 达摩 , "http://kg.course/talkop-vivre-card/0年前" , 被“草帽一伙”打败 ,
 达摩 , "http://kg.course/talkop-vivre-card/0年前" , "收监于龙宫城“监狱塔”，因E·S老化中" ,
 达摩 , "http://kg.course/talkop-vivre-card/0年前" , 在琼科尔德广场发动政变 ,
 达摩 , "http://kg.course/talkop-vivre-card/？年前" , 成为新鱼人海贼团干部 ,
 达摩 , "http://kg.course/talkop-vivre-card/15年前" , 对太阳海贼团心怀憧憬 ,
 伊卡洛斯 穆希 , "http://kg.course/talkop-vivre-card/0年前" , 被“草帽一伙”打败 ,
 伊卡洛斯 穆希 , "http://kg.course/talkop-vivre-card/0年前" , "收监于龙宫城“监狱塔”，因E·S老化中" ,
 伊卡洛斯 穆希 , "http://kg.course/talkop-vivre-card/0年前" , 在琼科尔德广场发动政变 ,
 伊卡洛斯 穆希 , "http://kg.course/talkop-vivre-card/？年前" , 成为新鱼人海贼团干部 ,
 伊卡洛斯 穆希 , "http://kg.course/talkop-vivre-card/15年前" , 对太阳海贼团心怀憧憬 ,
 尼普顿 , "http://kg.course/talkop-vivre-card/0年前" , 出席“世界会议” ,
 尼普顿 , "http://kg.course/talkop-vivre-card/0年前" , 遇见路飞 ,
 尼普顿 , "http://kg.course/talkop-vivre-card/？年前" , 作为“海之大骑士”守护鱼人岛 ,
 尼普顿 , "http://kg.course/talkop-vivre-card/？年前" , 和“白胡子”成为朋友 ,
 尼普顿 , "http://kg.course/talkop-vivre-card/？年前" , "立下契约使龙宫王国成为“Big Mom”的地盘" ,
 尼普顿 , "http://kg.course/talkop-vivre-card/10年前" , 失去王妃乙姬 ,
 尼普顿 , "http://kg.course/talkop-vivre-card/70年前" , 出生在龙宫王国 ,
 白星 , "http://kg.course/talkop-vivre-card/0年前" , 出席“世界会议” ,
 白星 , "http://kg.course/talkop-vivre-card/0年前" , 和路飞一起离开硬壳塔 ,
 白星 , "http://kg.course/talkop-vivre-card/10年前" , 失去母亲·乙姬 ,
 白星 , "http://kg.course/talkop-vivre-card/10年前" , 开始在硬壳塔中的生活 ,
 白星 , "http://kg.course/talkop-vivre-card/10年前" , 第一次发挥了“海王”的力量 ,
 白星 , "http://kg.course/talkop-vivre-card/10年前" , "被范德·戴肯“touch”到" ,
 白星 , "http://kg.course/talkop-vivre-card/16年前" , 出生在龙宫王国 ,
 绵津见 , "http://kg.course/talkop-vivre-card/0年前" , 被“草帽一伙”打败 ,
 绵津见 , "http://kg.course/talkop-vivre-card/0年前" , 从龙宫王国流放 ,
 绵津见 , "http://kg.course/talkop-vivre-card/0年前" , 和新鱼人海贼团结成同盟 ,
 绵津见 , "http://kg.course/talkop-vivre-card/0年前" , 在海底遇到“草帽一伙” ,
 绵津见 , "http://kg.course/talkop-vivre-card/0年前" , 在蛋糕岛协助“草帽一伙”逃离 ,
 绵津见 , "http://kg.course/talkop-vivre-card/0年前" , 流浪时被甚平所救，成为他的部下 ,
 绵津见 , "http://kg.course/talkop-vivre-card/？年前" , 加入范达 戴肯一伙 ,
 范达 戴肯九世 , "http://kg.course/talkop-vivre-card/0年前" , 和霍迪 琼斯结为海贼同盟 ,
 范达 戴肯九世 , "http://kg.course/talkop-vivre-card/0年前" , 收监于龙宫城“监狱塔” ,
 范达 戴肯九世 , "http://kg.course/talkop-vivre-card/0年前" , 被霍迪袭击 ,
 范达 戴肯九世 , "http://kg.course/talkop-vivre-card/？年前" , 继承范达 戴肯九世之名 ,
 范达 戴肯九世 , "http://kg.course/talkop-vivre-card/10年前" , 触碰到白星，把她作为“靶子” ,
 范达 戴肯九世 , "http://kg.course/talkop-vivre-card/11年前" , 拒绝恶龙的劝诱 ,
 丹 , "http://kg.course/talkop-vivre-card/0年前" , 接下给千阳号镀膜的工作 ,
 丹 , "http://kg.course/talkop-vivre-card/0年前" , 遇到汤姆的弟子弗兰奇 ,
 丹 , "http://kg.course/talkop-vivre-card/？年前" , 开始对鱼人岛「海之森」的研究 ,
 丹 , "http://kg.course/talkop-vivre-card/？年前" , 得知哥哥·汤姆的讣闻 ,
 费舍·泰格 , "http://kg.course/talkop-vivre-card/12年前" , 在福尔夏特岛受到重伤而殒命 ,
 费舍·泰格 , "http://kg.course/talkop-vivre-card/？年前" , 在玛丽乔亚做了几年的奴隶 ,
 费舍·泰格 , "http://kg.course/talkop-vivre-card/？年前" , "成为赏金2亿3000万贝里的悬赏犯" ,
 费舍·泰格 , "http://kg.course/talkop-vivre-card/？年前" , 统率了鱼人街的小混混们 ,
 费舍·泰格 , "http://kg.course/talkop-vivre-card/15年前" , 太阳海贼团成立 ,
 费舍·泰格 , "http://kg.course/talkop-vivre-card/15年前" , 袭击玛丽乔亚、解放了奴隶们 ,
 费舍·泰格 , "http://kg.course/talkop-vivre-card/16年前" , 回到鱼人岛 ,
 乙姬 , "http://kg.course/talkop-vivre-card/？年前" , 成为龙宫王国的王妃 ,
 乙姬 , "http://kg.course/talkop-vivre-card/10年前" , 救下唐吉诃德·缪斯加尔德圣，去往圣地玛丽乔亚 ,
 乙姬 , "http://kg.course/talkop-vivre-card/10年前" , 被霍迪·琼斯暗枪射杀 ,
 乙姬 , "http://kg.course/talkop-vivre-card/17年前" , 开始签名活动 ,
 乙姬 , "http://kg.course/talkop-vivre-card/16年前" , 生下白星 ,
 克尔拉 , "http://kg.course/talkop-vivre-card/12年前" , 与太阳海贼团同行 ,
 克尔拉 , "http://kg.course/talkop-vivre-card/12年前" , 回到福尔夏特岛 ,
 克尔拉 , "http://kg.course/talkop-vivre-card/？年前" , 成为鱼人空手代理师父 ,
 克尔拉 , "http://kg.course/talkop-vivre-card/？年前" , 被奴役为奴隶，到达圣地玛丽乔亚 ,
 克尔拉 , "http://kg.course/talkop-vivre-card/15年前" , 被费舍·泰格解放 ,
 克尔拉 , "http://kg.course/talkop-vivre-card/9年前" , 加入革命军 ,
 克尔拉 , "http://kg.course/talkop-vivre-card/23年前" , 出生在福尔夏特岛 ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/0年前" , "退出Big Mom海贼团的旗下" ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/？年前" , 被奴役为奴隶，到达圣地玛丽乔亚 ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/？年前" , 与夏洛特·普拉琳涅结婚 ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/？年前" , 成为太阳海贼团的副船长 ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/？年前" , 成为尼普顿军的士兵 ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/15年前" , 被费舍·泰格解放 ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/15年前" , 成为太阳海贼团的船医 ,
 阿拉丁 , "http://kg.course/talkop-vivre-card/46年前" , 出生在龙宫王国 ,
